5.216666666666666674e-02,0.000000000000000000e+00,8.333333333333333218e-03
5.210000000000000048e-02,0.000000000000000000e+00,1.666666666666666644e-02
5.211500000000000160e-02,0.000000000000000000e+00,2.500000000000000139e-02
5.220091666666667324e-02,0.000000000000000000e+00,3.333333333333333287e-02
5.261587083333334192e-02,0.000000000000000000e+00,4.166666666666666435e-02
5.256841062500000605e-02,0.000000000000000000e+00,5.000000000000000278e-02
5.266999009375000762e-02,0.000000000000000000e+00,5.833333333333333426e-02
5.296982392239584642e-02,0.000000000000000000e+00,6.666666666666666574e-02
5.327966605960939017e-02,0.000000000000000000e+00,7.499999999999999722e-02
5.331568275662892237e-02,0.000000000000000000e+00,8.333333333333332871e-02
5.340823195213080521e-02,2.002999999999999288e-06,9.166666666666666019e-02
5.351282035452426672e-02,2.226807681664998604e-06,1.000000000000000056e-01
5.366717933679805708e-02,7.746325053440228890e-03,1.083333333333333370e-01
5.378382036995815740e-02,2.159824738301542243e-02,1.166666666666666685e-01
1.974952330536565437e-03,1.943848024471388214e-02,1.250000000000000000e-01
1.325830188147031005e-03,1.749463222024249739e-02,1.333333333333333315e-01
2.687256254455374152e-04,1.574516899821824800e-02,1.416666666666666630e-01
8.386854193406225941e-04,1.417882287230831824e-02,1.499999999999999944e-01
1.472053928481672699e-03,1.276905430552194125e-02,1.583333333333333259e-01
1.543532504095596449e-03,1.149214887496974660e-02,1.666666666666666574e-01
1.592998331122893628e-03,1.034293398747277229e-02,1.749999999999999889e-01
1.958615720395572978e-03,9.308640588725495407e-03,1.833333333333333204e-01
1.993771300723970550e-03,8.377776529852946213e-03,1.916666666666666796e-01
1.826351692843876167e-03,7.539998876867652286e-03,2.000000000000000111e-01
3.120011006383783484e-03,6.785998989180887057e-03,2.083333333333333426e-01
1.991667559030799867e-03,6.195197454502581781e-03,2.166666666666666741e-01
1.502148289738018108e-03,5.577714209052323305e-03,2.250000000000000056e-01
1.676665843687520164e-03,5.019942788147091321e-03,2.333333333333333370e-01
1.637180730903461685e-03,4.519739909332382878e-03,2.416666666666666685e-01
1.282007443732719560e-03,4.067765918399144157e-03,2.500000000000000000e-01
1.067517925044910278e-03,3.660989326559230088e-03,2.583333333333333592e-01
8.689336810475273027e-04,3.297036193903306756e-03,2.666666666666666630e-01
1.397288138946473253e-03,2.967332574512976297e-03,2.750000000000000222e-01
3.596118531752702345e-03,2.672649317061678593e-03,2.833333333333333259e-01
4.468734180172905489e-03,2.405384385355510950e-03,2.916666666666666852e-01
4.081485865079690321e-03,2.164845946819959552e-03,2.999999999999999889e-01
3.499363943572686691e-03,1.950199952137963858e-03,3.083333333333333481e-01
3.174405792714989939e-03,1.755179956924167450e-03,3.166666666666666519e-01
3.035123806063549489e-03,1.579661961231750662e-03,3.250000000000000111e-01
2.896465232693976478e-03,1.421695765108575617e-03,3.333333333333333148e-01
1.619868182306612300e-03,1.287808765270436091e-03,3.416666666666666741e-01
2.113966703542860309e-04,1.159034288743392670e-03,3.499999999999999778e-01
1.127785195867539660e-05,1.048904620840398864e-03,3.583333333333333370e-01
1.044148639261783514e-10,9.488456848107226956e-04,3.666666666666666408e-01
-8.648617933505834982e-09,8.539611163296505344e-04,3.750000000000000000e-01
-2.659494691128254787e-06,7.707218046966855156e-04,3.833333333333333592e-01
-1.859988637920869476e-05,7.057089270937852996e-04,3.916666666666666630e-01
-1.141119387297175676e-04,6.547468648148927622e-04,4.000000000000000222e-01
-3.225288601653100587e-04,5.910206783334034887e-04,4.083333333333333259e-01
-6.173777897238667128e-04,5.343087100741981650e-04,4.166666666666666852e-01
-4.817486368663344049e-04,4.826963390667783583e-04,4.249999999999999889e-01
-6.769757075179896324e-04,4.344267051601005225e-04,4.333333333333333481e-01
-1.188177762601716914e-03,3.930932346440905198e-04,4.416666666666666519e-01
-1.754920252473835549e-03,3.733103806986671049e-04,4.500000000000000111e-01
-2.576364671119281500e-03,3.379829426288003371e-04,4.583333333333333148e-01
-1.631966510356368380e-03,4.138748386600132911e-04,4.666666666666666741e-01
-1.191502898009843018e-03,3.724873547940119999e-04,4.749999999999999778e-01
-9.619058408640178328e-04,3.373367193146107343e-04,4.833333333333333370e-01
-1.304964281894386560e-03,3.057235473831496986e-04,4.916666666666666408e-01
-9.613611723884100653e-04,2.772225926448347198e-04,5.000000000000000000e-01
-4.885652745551545941e-04,2.514523333803512562e-04,5.083333333333333037e-01
-2.015582268163016182e-04,2.281048000423161381e-04,5.166666666666667185e-01
-1.222036859609619069e-05,2.072288200380845310e-04,5.250000000000000222e-01
-1.749066080164184101e-06,1.885773380342760743e-04,5.333333333333333259e-01
-1.595670979425695980e-08,1.717869042308484530e-04,5.416666666666666297e-01
1.233970015565392174e-05,1.565639138077636419e-04,5.500000000000000444e-01
5.612130586924757335e-05,1.429485224269872780e-04,5.583333333333333481e-01
1.043953155889862784e-04,1.306461701842885593e-04,5.666666666666666519e-01
2.043214772040932551e-04,1.195335531658596982e-04,5.749999999999999556e-01
2.394424399178089161e-04,1.105949606151720484e-04,5.833333333333333703e-01
1.741974140464118068e-04,1.015359645536548526e-04,5.916666666666666741e-01
1.956814061472349426e-04,9.948987001135599004e-05,5.999999999999999778e-01
2.904460321796246101e-04,9.147088301022039322e-05,6.083333333333332815e-01
2.027488707176741136e-04,8.232379470919835526e-05,6.166666666666666963e-01
3.677240618790285310e-04,7.621191523827852221e-05,6.250000000000000000e-01
